intent,mensaje,enlaces,frases
reportar_evento,"En Huancas (Chachapoyas) un muro ha colapsado tras la lluvia.",["https://www.regionamazonas.gob.pe/defensa-civil";"https://www.gob.pe/119"],["colapso estructural";"lluvias en Huancas";"riesgo inmediato"]
refugios_cercanos,"¿Dónde está el punto de resguardo más cercano al terminal de Puno?",["https://www.regionpuno.gob.pe/refugios";"https://www.indeci.gob.pe"],["terminal terrestre";"refugio en Puno";"zona de evacuación"]
rutas_evacuacion,"Estoy en una zona rural de Lamas, ¿qué ruta usar si hay huaico?",["https://www.regionsanmartin.gob.pe/evacuacion";"https://www.indeci.gob.pe"],["evacuación rural";"zona selva alta";"riesgo geográfico"]
explicar_tipo_desastre,"¿Qué es un frente frío y cómo afecta al altiplano?",["https://www.senamhi.gob.pe/frente-frio";"https://www.coen.gob.pe"],["frente frío";"descenso brusco";"zona altoandina"]
recomendar_medidas,"Estoy en un festival gastronómico en Oxapampa y hay amenaza de tormenta.",["https://www.regionpasco.gob.pe/alertas";"https://www.indeci.gob.pe/eventos"],["evento masivo";"tormenta Oxapampa";"plan colectivo"]
calidad_del_aire,"¿Es seguro salir a correr en el Malecón Cisneros esta mañana?",["https://www.senamhi.gob.pe/calidad-aire/lima";"https://www.miraflores.gob.pe"],["aire en costa limeña";"actividad física";"riesgo moderado"]
simulacro_fecha,"¿Se ha confirmado un simulacro en instituciones técnicas de Ilo?",["https://www.regionmoquegua.gob.pe/simulacros";"https://www.indeci.gob.pe"],["simulacro en institutos";"prevención educativa";"Ilo"]
saludo,"Hola desde Zepita. ¿Hay novedades meteorológicas aquí?",[],[]
despedida,"Gracias por los datos sobre Bagua. Me despido por ahora.",[],[]
intencion_desconocida,"¿Los rayos también sienten frío cuando viajan por el cielo?",[],[]
lenguaje_inapropiado,"Una vez más este sistema no me ayuda. Es inútil.",["https://www.gob.pe/convivencia-escolar"],["comentario negativo";"experiencia frustrante";"tono inapropiado"]
ayuda,"¿Este canal de consulta funciona si estoy en Tabalosos?",["https://www.regionsanmartin.gob.pe/defensa-civil";"https://www.indeci.gob.pe"],["acceso territorial";"emergencias en Tabalosos";"zona selva"]
obtener_pronostico,"¿Qué condiciones se prevén para Tapo en los próximos días?",["https://www.senamhi.gob.pe/ciudad/tapo"],["clima semanal";"distrito en Pasco";"pronóstico extendido"]
alertas_meteorologicas,"¿Hay alerta costera en Huanchaco por oleajes anómalos?",["https://www.senamhi.gob.pe/litoral-norte";"https://www.imarpe.gob.pe"],["oleaje en Huanchaco";"alerta costera";"precaución marina"]
plan_emergencia,"¿Cómo preparo un entorno seguro para mascotas en caso de temblor?",["https://www.indeci.gob.pe/mascotas";"https://www.gob.pe/indeci"],["seguridad animal";"evacuación con mascotas";"plan familiar"]
reportar_evento,"Una parte de la vía al Parque Arqueológico de Vilcashuamán colapsó.",["https://www.regionayacucho.gob.pe/cultura";"https://www.gob.pe/119"],["acceso cultural";"colapso de vía";"riesgo turístico"]
refugios_cercanos,"¿En qué parte del centro de Tarapoto puedo refugiarme si ocurre un sismo?",["https://www.regionsanmartin.gob.pe/zonas-seguras";"https://www.indeci.gob.pe"],["refugios Tarapoto";"prevención urbana";"zona crítica"]
rutas_evacuacion,"¿Qué ruta tomar si evacuo desde el sector Santa María Baja (Chilca)?",["https://www.regionlima.gob.pe/evacuacion";"https://www.indeci.gob.pe"],["zona costera";"salida ante emergencia";"evacuación Chilca"]
explicar_tipo_desastre,"¿Qué es la cizalladura vertical del viento y cuándo ocurre?",["https://www.senamhi.gob.pe/glosario";"https://www.coen.gob.pe"],["cizalladura vertical";"viento atmosférico";"fenómeno severo"]
recomendar_medidas,"Estoy en una estación de servicio en Desaguadero y hay alerta sísmica.",["https://www.regionpuno.gob.pe/protocolos";"https://www.indeci.gob.pe/zonas-fronterizas"],["estación en riesgo";"alerta sísmica";"frontera sur"]
calidad_del_aire,"¿Las partículas suspendidas en Zarumilla están elevadas hoy?",["https://www.senamhi.gob.pe/calidad-aire/tumbes";"https://www.minsa.gob.pe/zarumilla"],["contaminación en Zarumilla";"partículas finas";"índice de riesgo"]
obtener_pronostico,"¿Se esperan lluvias intensas en Sandia durante el fin de semana?",["https://www.senamhi.gob.pe/ciudad/sandia"],["lluvias en Sandia";"precipitaciones intensas";"fin de semana lluvioso"]
alertas_meteorologicas,"¿Hay alerta por caída de granizo en Huacachi?",["https://www.coen.gob.pe/alertas/ancash";"https://www.senamhi.gob.pe/avisos"],["granizo en Huacachi";"alerta activa";"evento severo"]
plan_emergencia,"¿Qué estrategias seguir si cuido a un familiar postrado durante una evacuación?",["https://www.indeci.gob.pe/inclusion-emergencias";"https://www.minsa.gob.pe/cuidados"],["familiares dependientes";"evacuación asistida";"atención especial"]
reportar_evento,"En San Pedro de Lloc se inundó una calle por desborde pluvial.",["https://www.regionlalibertad.gob.pe/reportes";"https://www.gob.pe/119"],["inundación urbana";"San Pedro de Lloc";"evento hidrológico"]
refugios_cercanos,"¿Hay zonas seguras cerca al cruce Piura–Las Lomas?",["https://www.regionpiura.gob.pe/zonas-seguras";"https://www.indeci.gob.pe"],["zona segura Piura";"cruce Las Lomas";"evacuación planificada"]
rutas_evacuacion,"¿Cómo evacuar desde el embarcadero fluvial de Mazán si hay emergencia?",["https://www.regionloreto.gob.pe/evacuacion";"https://www.indeci.gob.pe/amazonia"],["evacuación fluvial";"Mazán";"ruta en selva"]
explicar_tipo_desastre,"¿Qué significa lluvia orográfica?",["https://www.senamhi.gob.pe/glosario-climatico";"https://www.coen.gob.pe"],["lluvia orográfica";"precipitación por relieve";"formación en altura"]
recomendar_medidas,"Estoy en el mirador de Torata y hay alerta de sismo.",["https://www.regionmoquegua.gob.pe/protocolos";"https://www.indeci.gob.pe"],["alerta sísmica";"zona elevada";"Torata"]
calidad_del_aire,"¿La actividad minera en Espinar afecta la calidad del aire hoy?",["https://www.senamhi.gob.pe/calidad-aire/cusco";"https://www.minsa.gob.pe/espinar"],["aire en Espinar";"emisión minera";"riesgo respiratorio"]
simulacro_fecha,"¿Cuándo es el próximo simulacro en colegios interculturales de Loreto?",["https://www.indeci.gob.pe/simulacros-educativos";"https://www.regionloreto.gob.pe/educacion"],["simulacro intercultural";"centros escolares Loreto";"seguridad formativa"]
obtener_pronostico,"¿Qué condiciones meteorológicas se esperan en Chaglla el lunes?",["https://www.senamhi.gob.pe/ciudad/chaglla"],["clima Chaglla";"pronóstico lunes";"Huánuco"]
alertas_meteorologicas,"¿Hay advertencia por fuerte oleaje en el puerto de Ilo?",["https://www.imarpe.gob.pe/avisos";"https://www.coen.gob.pe/alertas/maritimo"],["oleaje en Ilo";"alerta costera";"fenómeno marino"]
plan_emergencia,"¿Cómo se organiza un punto de reunión familiar en barrio sin señal?",["https://www.indeci.gob.pe/plan-familiar";"https://www.gob.pe/sinconectividad"],["zona sin cobertura";"punto de encuentro";"plan offline"]
reportar_evento,"Un socavón apareció en la pista principal de Atuncolla.",["https://www.regionpuno.gob.pe/emergencias";"https://www.gob.pe/119"],["socavón en vía";"Atuncolla";"riesgo vial"]
refugios_cercanos,"¿Hay refugios activos cerca del coliseo de Villa El Salvador?",["https://www.munives.gob.pe/zonas-seguras";"https://www.indeci.gob.pe"],["refugio en VES";"albergue urbano";"prevención estructural"]
rutas_evacuacion,"Estoy en la ribera del río Pichis. ¿Qué ruta se sigue si hay crecida?",["https://www.regionpasco.gob.pe/evacuacion";"https://www.indeci.gob.pe/riberas"],["evacuación ribereña";"río Pichis";"zona rural"]
explicar_tipo_desastre,"¿Qué es una dorsal subtropical y cómo se siente?",["https://www.senamhi.gob.pe/fenomenos-climaticos"],["dorsal subtropical";"alta presión";"clima estable"]
recomendar_medidas,"Estoy en una vivienda semienterrada en Andajes. ¿Qué hacer si llueve fuerte?",["https://www.regionlima.gob.pe/proteccion-viviendas";"https://www.indeci.gob.pe"],["vivienda semienterrada";"lluvias intensas";"zona inestable"]
calidad_del_aire,"¿La quema de desmonte en Carabayllo empeora la calidad del aire?",["https://www.senamhi.gob.pe/calidad-aire/lima-norte";"https://www.minsa.gob.pe/carabayllo"],["aire en Carabayllo";"quema informal";"contaminación urbana"]
simulacro_fecha,"¿Se hará simulacro en centros comerciales del cono norte de Lima?",["https://www.indeci.gob.pe/simulacros-cono-norte";"https://www.municomprometido.gob.pe"],["centros comerciales";"ensayo preventivo";"simulacro urbano"]
obtener_pronostico,"¿Lloverá en Santa Rosa de Ocopa en los próximos días?",["https://www.senamhi.gob.pe/ciudad/santa-rosa"],["pronóstico extendido";"lluvias en Junín";"clima semanal"]
alertas_meteorologicas,"¿Está vigente una alerta por tormentas en la selva de Codo del Pozuzo?",["https://www.senamhi.gob.pe/selva-central";"https://www.coen.gob.pe/alertas"],["tormentas selva central";"alerta en Codo";"precaución climática"]
plan_emergencia,"¿Hay guías en lenguas originarias para preparar mochilas?",["https://www.indeci.gob.pe/multilingue";"https://www.gob.pe/cultura"],["mochila bilingüe";"lengua originaria";"acceso cultural"]
reportar_evento,"Un poste caído bloquea la pista en San Pedro de Cajas.",["https://www.regionjunin.gob.pe/alertas";"https://www.gob.pe/119"],["postes dañados";"bloqueo vial";"riesgo urbano"]
refugios_cercanos,"¿Existe zona segura en las inmediaciones del Mercado Modelo de Cajamarca?",["https://www.municaj.gob.pe/zonas-seguras";"https://www.indeci.gob.pe"],["refugio comercial";"mercado Cajamarca";"zona concurrida"]
rutas_evacuacion,"Estoy en la zona alta de Paucará. ¿Qué vía debo tomar si hay sismo?",["https://www.regionhuancavelica.gob.pe/evacuacion";"https://www.indeci.gob.pe"],["evacuación laderas";"Paucará";"salida segura"]
explicar_tipo_desastre,"¿Qué implica una vaguada seca para Tacna?",["https://www.senamhi.gob.pe/fenomenos-climaticos";"https://www.coen.gob.pe"],["vaguada seca";"alteración térmica";"zona costera sur"]
recomendar_medidas,"Estoy en un campo de cultivo de palta en Olmos y hay alerta por viento.",["https://www.regionlambayeque.gob.pe/agro-prevencion";"https://www.indeci.gob.pe"],["cultivo expuesto";"vientos agrícolas";"Olmos en riesgo"]
calidad_del_aire,"¿Es peligroso salir con niebla y smog en El Agustino?",["https://www.senamhi.gob.pe/calidad-aire/lima";"https://www.minsa.gob.pe/elagustino"],["niebla urbana";"aire mixto";"El Agustino saludable"]
simulacro_fecha,"¿Las unidades móviles de salud participarán en el próximo simulacro nacional?",["https://www.indeci.gob.pe/simulacros-salud";"https://www.minsa.gob.pe"],["simulacro en unidades móviles";"sector salud";"ensayo operativo"]
saludo,"Buenos días. ¿Tienes información reciente de Villa Rica?",[],[]
despedida,"Todo claro. Me desconecto. Gracias por la orientación.",[],[]
intencion_desconocida,"Si la tierra tiembla, ¿también late?",[],[]
lenguaje_inapropiado,"Este asistente es una pérdida de tiempo. Nada que me ayude.",["https://www.gob.pe/convivencia-escolar"],["lenguaje irrespetuoso";"comentario despectivo";"frustración digital"]
obtener_pronostico,"¿Va a haber neblina mañana temprano en Chincha Baja?",["https://www.senamhi.gob.pe/ciudad/chincha";"https://www.senamhi.gob.pe/avisos-costasur"],["pronóstico matinal";"neblina en Chincha";"visibilidad reducida"]
alertas_meteorologicas,"¿Está activa una alerta de lluvias en Canchis?",["https://www.coen.gob.pe/alertas/cusco";"https://www.senamhi.gob.pe/avisos"],["lluvias en Canchis";"alerta sierra sur";"precaución climática"]
plan_emergencia,"¿Qué hago si tengo una tienda y ocurre una emergencia?",["https://www.indeci.gob.pe/empresas";"https://www.gob.pe/indeci/plan-familiar"],["comercio pequeño";"protocolos de evacuación";"plan local"]
reportar_evento,"El puente colgante en Chorrillos está dañado tras el viento fuerte.",["https://www.munichorrillos.gob.pe/infraestructura";"https://www.gob.pe/119"],["puente urbano";"daño estructural";"riesgo peatonal"]
refugios_cercanos,"¿Dónde puedo refugiarme en Las Brisas de Villa si hay sismo?",["https://www.munivillaelssalvador.gob.pe/refugios";"https://www.indeci.gob.pe/lima-sur"],["zona segura";"Brisas de Villa";"evacuación sísmica"]
rutas_evacuacion,"Estoy en Colcabamba. ¿Qué ruta debo usar si hay deslizamiento?",["https://www.regionhuancavelica.gob.pe/rutas-seguras";"https://www.indeci.gob.pe"],["ruta rural";"Colcabamba";"prevención por huaico"]
explicar_tipo_desastre,"¿Qué es un embolsamiento pluvial?",["https://www.senamhi.gob.pe/glosario";"https://www.coen.gob.pe"],["agua acumulada";"lluvia intensa";"inundación focalizada"]
recomendar_medidas,"Estoy en un centro de rehabilitación. ¿Qué hacer ante un temblor?",["https://www.indeci.gob.pe/discapacidad";"https://www.minsa.gob.pe/rehabilitacion"],["pacientes vulnerables";"temblor en centro médico";"prevención asistida"]
calidad_del_aire,"¿Qué tan contaminado está el aire en Los Jardines de San Juan?",["https://www.senamhi.gob.pe/calidad-aire/lima-sur";"https://www.minsa.gob.pe/sjl"],["polución sur limeña";"índice de calidad del aire";"riesgo respiratorio"]
simulacro_fecha,"¿Habrá un simulacro de evacuación en la Universidad Nacional de Juliaca?",["https://www.unaj.edu.pe/simulacro";"https://www.indeci.gob.pe"],["simulacro universitario";"ensayo institucional";"prevención educativa"]
obtener_pronostico,"¿La temperatura bajará en Ccapacmarca esta semana?",["https://www.senamhi.gob.pe/ciudad/ccapaccmarca"],["descenso térmico";"clima semanal";"provincia Chumbivilcas"]
alertas_meteorologicas,"¿Hay alerta por tormenta en Contamana hoy?",["https://www.coen.gob.pe/loreto";"https://www.senamhi.gob.pe/avisos"],["alerta en Contamana";"tormenta amazónica";"evento repentino"]
plan_emergencia,"¿Cómo preparar un plan comunitario en zonas de cerro como Alto Perú?",["https://www.indeci.gob.pe/comunidades";"https://www.regionlima.gob.pe/riesgos"],["cerros urbanos";"plan colectivo";"prevención comunitaria"]
reportar_evento,"Un muro en la Av. Pizarro en Trujillo se ha fisurado.",["https://www.regionlalibertad.gob.pe/alertas";"https://www.gob.pe/119"],["fisura estructural";"muro urbano";"riesgo peatonal"]
refugios_cercanos,"¿Hay refugios en Curimaná por si desborda el río Aguaytía?",["https://www.regionucayali.gob.pe/refugios";"https://www.indeci.gob.pe"],["curvas del río";"refugios Curimaná";"zona ribereña"]
rutas_evacuacion,"¿Qué ruta usan en Villa Salvador por inundaciones en temporada de lluvia?",["https://www.munivmt.gob.pe/evacuacion";"https://www.indeci.gob.pe"],["rutas de evacuación";"inundaciones VMT";"zona baja"]
explicar_tipo_desastre,"¿Qué significa una sequía meteorológica?",["https://www.senamhi.gob.pe/fenomenos/sequias"],["sequía por falta de lluvia";"evento climático";"deficiencia pluvial"]
recomendar_medidas,"Trabajo en un colegio especial en Huancané. ¿Qué precauciones adicionales tomo?",["https://www.indeci.gob.pe/inclusion-escolar";"https://www.minedu.gob.pe/emergencias"],["evacuación inclusiva";"colegio especial";"Huancané seguro"]
calidad_del_aire,"¿Qué nivel de contaminación hay en la Av. Colonial hoy?",["https://www.senamhi.gob.pe/calidad-aire/lima";"https://www.diresalima.gob.pe"],["Avenida Colonial";"zona industrial";"aire contaminado"]
simulacro_fecha,"¿Está programado un simulacro en zonas costeras como Zorritos?",["https://www.regiontumbes.gob.pe/simulacro";"https://www.indeci.gob.pe"],["prevención costera";"ensayo distrital";"simulacro Zorritos"]
saludo,"¡Hola desde Santiago de Chuco! ¿Hay algo nuevo en alertas?",[],[]
despedida,"Muy claro todo. Gracias por el dato en San Jerónimo.",[],[]
intencion_desconocida,"¿Puede el suelo temblar por nostalgia?",[],[]
lenguaje_inapropiado,"Este sistema nunca sirve, todo es lo mismo siempre.",["https://www.gob.pe/convivencia-escolar"],["expresión negativa";"lenguaje inapropiado";"comentario frustrado"]
ayuda,"¿Me puedes explicar cómo buscar rutas seguras en zonas de laderas?",["https://www.indeci.gob.pe/evacuacion-laderas";"https://www.defensacivil.gob.pe"],["zonas de pendiente";"viviendas vulnerables";"rutas de evacuación"]
obtener_pronostico,"¿Se avecina ola de calor en Yungay esta semana?",["https://www.senamhi.gob.pe/ciudad/yungay"],["ola de calor";"alerta térmica";"zona sierra norte"]
alertas_meteorologicas,"¿Está vigente alerta naranja por nevada en Sicuani?",["https://www.senamhi.gob.pe/avisos/cusco";"https://www.coen.gob.pe"],["alerta naranja";"nevada en altura";"riesgo andino"]
plan_emergencia,"¿Qué hacer si una persona usa silla de ruedas durante una evacuación?",["https://www.indeci.gob.pe/discapacidad";"https://www.conadisper.gob.pe"],["silla de ruedas";"evacuación asistida";"movilidad reducida"]
reportar_evento,"Una zanja en la vía de Andoas impide el paso peatonal.",["https://www.regionloreto.gob.pe/reportes";"https://www.gob.pe/119"],["vía afectada";"zanja abierta";"riesgo urbano"]
refugios_cercanos,"¿Dónde se ubica el punto seguro más cercano al muelle de Ilo?",["https://www.regionmoquegua.gob.pe/zonas-seguras";"https://www.indeci.gob.pe"],["zona portuaria";"refugio cercano";"Ilo costero"]
rutas_evacuacion,"¿Cómo salir rápidamente desde Yanama si hay huaico nocturno?",["https://www.regionancash.gob.pe/evacuacion";"https://www.indeci.gob.pe"],["huaico de noche";"rutas seguras Yanama";"prevención sierra"]
explicar_tipo_desastre,"¿Qué es un frente cálido estacionario?",["https://www.senamhi.gob.pe/glosario";"https://www.coen.gob.pe"],["frente estacionario";"calor persistente";"sistemas atmosféricos"]
recomendar_medidas,"Estoy en una feria agrícola de Huancabamba. ¿Qué hago si hay lluvia fuerte?",["https://www.regionpiura.gob.pe/feria-segura";"https://www.indeci.gob.pe"],["evento en campo abierto";"lluvia inesperada";"prevención colectiva"]
calidad_del_aire,"¿La combustión de mototaxis en Pucallpa genera riesgos hoy?",["https://www.senamhi.gob.pe/calidad-aire/ucayali";"https://www.minsa.gob.pe/pucallpa"],["mototaxis";"emisión urbana";"aire en Pucallpa"]
obtener_pronostico,"¿Cómo estará el clima en Yurimaguas durante el domingo?",["https://www.senamhi.gob.pe/ciudad/yurimaguas"],["clima Yurimaguas";"pronóstico dominical";"condiciones amazónicas"]
alertas_meteorologicas,"¿Hay alerta por vientos en la provincia de Lucanas?",["https://www.coen.gob.pe/alertas/ayacucho";"https://www.senamhi.gob.pe/avisos"],["vientos fuertes Lucanas";"alerta Ayacucho";"condición meteorológica"]
plan_emergencia,"¿Cómo adapto un plan familiar si vivo en un segundo piso sin salida externa?",["https://www.indeci.gob.pe/plan-familiar";"https://www.gob.pe/prevencion-vivienda"],["vivienda alta";"salida alternativa";"plan de emergencia"]
reportar_evento,"Una palmera cayó cerca del mercado San José en Bellavista.",["https://www.municallao.gob.pe/emergencias";"https://www.gob.pe/119"],["árbol caído Bellavista";"riesgo en mercado";"zona urbana"]
refugios_cercanos,"¿Dónde puedo refugiarme si ocurre un sismo cerca al terminal de Moquegua?",["https://www.regionmoquegua.gob.pe/refugios";"https://www.indeci.gob.pe"],["refugio cerca terminal";"Moquegua";"zona de resguardo"]
rutas_evacuacion,"Vivo en Camaná cerca del río. ¿Cuál es la ruta de evacuación por inundación?",["https://www.regionarequipa.gob.pe/evacuacion";"https://www.indeci.gob.pe"],["río Camaná";"salida por inundación";"ruta costera"]
explicar_tipo_desastre,"¿Qué es una onda tropical y cómo afecta a la selva peruana?",["https://www.senamhi.gob.pe/fenomenos/onda-tropical";"https://www.coen.gob.pe"],["onda tropical";"fenómeno cálido";"precipitación intensa"]
recomendar_medidas,"Trabajo en un paradero en Puente Piedra. ¿Cómo actuar si ocurre un sismo?",["https://www.munipuentepiedra.gob.pe/prevencion";"https://www.indeci.gob.pe"],["sismo en espacio público";"zona de tránsito";"protocolo urbano"]
calidad_del_aire,"¿Cuál es la calidad del aire hoy en Juanjuí?",["https://www.senamhi.gob.pe/calidad-aire/sanmartin";"https://www.minsa.gob.pe/juanrui"],["aire urbano Juanjuí";"nivel de contaminación";"salud respiratoria"]
simulacro_fecha,"¿Cuándo será el próximo simulacro preventivo en la costa de Chao?",["https://www.regionlalibertad.gob.pe/simulacros";"https://www.indeci.gob.pe"],["simulacro Chao";"zona costera";"fecha oficial"]
obtener_pronostico,"¿Se prevé lluvia en Soritor esta semana?",["https://www.senamhi.gob.pe/ciudad/soritor"],["lluvia Soritor";"pronóstico semanal";"condiciones locales"]
alertas_meteorologicas,"¿Sigue activa la alerta por friaje en Purús?",["https://www.coen.gob.pe/alertas/ucayali";"https://www.senamhi.gob.pe/friaje"],["alerta friaje";"zona amazónica";"temperaturas bajas"]
plan_emergencia,"¿Qué elementos necesita una mochila para zonas sin energía eléctrica?",["https://www.indeci.gob.pe/mochila";"https://www.gob.pe/energia-emergencia"],["linterna";"radio manual";"cargador solar"]
reportar_evento,"Una estructura metálica se cayó en la Av. Arequipa tras el sismo.",["https://www.munilima.gob.pe/emergencias";"https://www.gob.pe/119"],["estructura caída";"avenida Arequipa";"riesgo urbano"]
refugios_cercanos,"¿Dónde hay refugios abiertos si vivo en el AA.HH. Juan Pablo II (Callao)?",["https://www.municallao.gob.pe/zonas-seguras";"https://www.indeci.gob.pe"],["AA.HH. Juan Pablo II";"refugio Callao";"zona urbana crítica"]
rutas_evacuacion,"Trabajo en un mercado de Talara. ¿Cuál es la salida más rápida en caso de sismo?",["https://www.regionpiura.gob.pe/evacuacion-mercados";"https://www.indeci.gob.pe"],["evacuación mercado";"Talara";"sismo en comercio"]
explicar_tipo_desastre,"¿Qué significa subsidencia del terreno?",["https://www.senamhi.gob.pe/glosario";"https://www.coen.gob.pe"],["hundimiento";"colapso subterráneo";"desastre geológico"]
recomendar_medidas,"Estoy con adultos mayores en un evento deportivo en Huanta. ¿Cómo actuar ante una alerta?",["https://www.regionayacucho.gob.pe/prevencion";"https://www.indeci.gob.pe"],["evacuación con mayores";"evento masivo";"prevención compartida"]
calidad_del_aire,"¿El humo del botadero cerca de Juli afecta el aire este mes?",["https://www.senamhi.gob.pe/calidad-aire/puno";"https://www.minsa.gob.pe/juli"],["quema residuos";"humo en Juli";"aire insalubre"]
simulacro_fecha,"¿Se considera participación de albergues para el simulacro en Piura?",["https://www.regionpiura.gob.pe/simulacros";"https://www.indeci.gob.pe"],["simulacro en albergues";"prevención Piura";"ensayo estructurado"]
saludo,"Buenos días, ¿puedo consultar sobre clima en Morococha?",[],[]
despedida,"Gracias por tu ayuda sobre Requena. Ha sido útil.",[],[]
intencion_desconocida,"¿Las nubes conversan antes de llover?",[],[]
lenguaje_inapropiado,"Siempre lo mismo con este sistema, no sirve para nada.",["https://www.gob.pe/convivencia-escolar"],["comentario ofensivo";"feedback negativo";"conducta digital"]
ayuda,"¿Dónde puedo consultar rutas seguras si vivo en Túpac Amaru Alto?",["https://www.munisjl.gob.pe/evacuacion";"https://www.indeci.gob.pe"],["zonas vulnerables";"Túpac Amaru";"prevención urbana"]
obtener_pronostico,"¿Hará mucho calor en Cañaris este fin de semana?",["https://www.senamhi.gob.pe/ciudad/cañaris"],["clima seco";"alta temperatura";"fin de semana en sierra norte"]
alertas_meteorologicas,"¿Hay aviso por tormenta eléctrica en Mazán?",["https://www.coen.gob.pe/alertas/loreto";"https://www.senamhi.gob.pe/amazonia"],["tormenta eléctrica";"alerta en Mazán";"riesgo climático"]
plan_emergencia,"¿Qué hacer si vivo solo con un menor durante una emergencia?",["https://www.indeci.gob.pe/plan-familiar";"https://www.gob.pe/indeci"],["plan monoparental";"evacuación con niños";"responsabilidad compartida"]
reportar_evento,"El canal de riego en Chincheros está bloqueado tras deslizamiento.",["https://www.regionapurinac.gob.pe/reportes";"https://www.gob.pe/119"],["deslizamiento agrícola";"canal dañado";"alerta rural"]
refugios_cercanos,"¿Hay refugio habilitado cerca del hospital de Carhuaz?",["https://www.regionancash.gob.pe/refugios";"https://www.indeci.gob.pe"],["hospital Carhuaz";"zona de resguardo";"prevención hospitalaria"]
rutas_evacuacion,"Estoy en una granja familiar en Morropón. ¿Hay ruta de salida en temporada de lluvias?",["https://www.regionpiura.gob.pe/rural-segura";"https://www.indeci.gob.pe"],["evacuación agrícola";"zona rural";"vía segura Morropón"]
explicar_tipo_desastre,"¿Qué es una tormenta de núcleo cálido?",["https://www.senamhi.gob.pe/fenomenos";"https://www.coen.gob.pe"],["núcleo cálido";"tormenta intensa";"desarrollo vertical"]
recomendar_medidas,"Estoy en el malecón de Ilo y el mar se está retirando rápidamente.",["https://www.imarpe.gob.pe/alertas";"https://www.indeci.gob.pe/evacuacion-tsunami"],["sintoma de tsunami";"alerta costera";"evacuación inmediata"]
calidad_del_aire,"¿Cómo saber si la calidad del aire en Santa es peligrosa hoy?",["https://www.senamhi.gob.pe/calidad-aire/ancash";"https://www.minsa.gob.pe"],["aire Santa";"contaminación ambiental";"calidad de aire en el Santa"]
